Entity,Code,Year,GDP per capita,900793-annotations
Germany,DEU,1880,3174,
Germany,DEU,1881,3228,
Germany,DEU,1882,3258,
Germany,DEU,1883,3416,
Germany,DEU,1884,3472,
Germany,DEU,1885,3532,
Germany,DEU,1886,3524,
Germany,DEU,1887,3626,
Germany,DEU,1888,3732,
Germany,DEU,1889,3792,
Germany,DEU,1890,3870,
Germany,DEU,1891,3821,
Germany,DEU,1892,3936,
Germany,DEU,1893,4089,
Germany,DEU,1894,4141,
Germany,DEU,1895,4281,
Germany,DEU,1896,4368,
Germany,DEU,1897,4423,
Germany,DEU,1898,4540,
Germany,DEU,1899,4631,
Germany,DEU,1900,4758,
Germany,DEU,1901,4576,
Germany,DEU,1902,4611,
Germany,DEU,1903,4795,
Germany,DEU,1904,4914,
Germany,DEU,1905,4948,
Germany,DEU,1906,5024,
Germany,DEU,1907,5172,
Germany,DEU,1908,5187,
Germany,DEU,1909,5220,
Germany,DEU,1910,5337,
Germany,DEU,1911,5432,
Germany,DEU,1912,5617,
Germany,DEU,1913,5815,
Germany,DEU,1914,4876,
Germany,DEU,1915,4621,
Germany,DEU,1916,4678,
Germany,DEU,1917,4705,
Germany,DEU,1918,4755,
Germany,DEU,1919,4122,
Germany,DEU,1920,4457,
Germany,DEU,1921,4906,
Germany,DEU,1922,5310,
Germany,DEU,1923,4383,
Germany,DEU,1924,5099,
Germany,DEU,1925,5630,
Germany,DEU,1926,5746,
Germany,DEU,1927,6282,
Germany,DEU,1928,6519,
Germany,DEU,1929,6457,
Germany,DEU,1930,6333,
Germany,DEU,1931,5821,
Germany,DEU,1932,5359,
Germany,DEU,1933,5668,
Germany,DEU,1934,6150,
Germany,DEU,1935,6567,
Germany,DEU,1936,7095,
Germany,DEU,1937,7468,
Germany,DEU,1938,7960,
Germany,DEU,1939,8617,
Germany,DEU,1940,8612,
Germany,DEU,1941,9103,
Germany,DEU,1942,9149,
Germany,DEU,1943,9389,
Germany,DEU,1944,9698,
Germany,DEU,1945,7195,
Germany,DEU,1946,3534,
Germany,DEU,1947,3883,
Germany,DEU,1948,4517,
Germany,DEU,1949,5231,
Germany,DEU,1950,6186,
Germany,DEU,1951,6704,
Germany,DEU,1952,7257,
Germany,DEU,1953,7818,
Germany,DEU,1954,8364,
Germany,DEU,1955,9240,
Germany,DEU,1956,9846,
Germany,DEU,1957,10348,
Germany,DEU,1958,10739,
Germany,DEU,1959,11440,
Germany,DEU,1960,12282,
Germany,DEU,1961,12675,
Germany,DEU,1962,13106,
Germany,DEU,1963,13367,
Germany,DEU,1964,14062,
Germany,DEU,1965,14642,
Germany,DEU,1966,14964,
Germany,DEU,1967,14979,
Germany,DEU,1968,15723,
Germany,DEU,1969,16641,
Germany,DEU,1970,17277,
Germany,DEU,1971,17657,
Germany,DEU,1972,18301,
Germany,DEU,1973,19074,
Germany,DEU,1974,19228,
Germany,DEU,1975,19193,
Germany,DEU,1976,20218,
Germany,DEU,1977,20837,
Germany,DEU,1978,21447,
Germany,DEU,1979,22305,
Germany,DEU,1980,22497,
Germany,DEU,1981,22553,
Germany,DEU,1982,22380,
Germany,DEU,1983,22840,
Germany,DEU,1984,23564,
Germany,DEU,1985,24133,
Germany,DEU,1986,24657,
Germany,DEU,1987,25027,
Germany,DEU,1988,25759,
Germany,DEU,1989,26393,
Germany,DEU,1990,25391,
Germany,DEU,1991,26769.96,
Germany,DEU,1992,27385.055,
Germany,DEU,1993,27250.701,
Germany,DEU,1994,28140.057,
Germany,DEU,1995,28868.945,
Germany,DEU,1996,29349.982,
Germany,DEU,1997,30186.945,
Germany,DEU,1998,31129.584,
Germany,DEU,1999,32087.604,
Germany,DEU,2000,33367.285,
Germany,DEU,2001,34260.29,
Germany,DEU,2002,34590.93,
Germany,DEU,2003,34716.44,
Germany,DEU,2004,35528.715,
Germany,DEU,2005,36205.574,
Germany,DEU,2006,38014.137,
Germany,DEU,2007,39752.207,
Germany,DEU,2008,40715.434,
Germany,DEU,2009,38962.938,
Germany,DEU,2010,41109.582,
Germany,DEU,2011,43189,
Germany,DEU,2012,43288.32,
Germany,DEU,2013,43359.137,
Germany,DEU,2014,44132.758,
Germany,DEU,2015,44405.168,
Germany,DEU,2016,45030.47,
Germany,DEU,2017,46065.1,
Germany,DEU,2018,46377.39,
Germany,DEU,2019,46761.945,
Germany,DEU,2020,44996.43,
Germany,DEU,2021,46159.05,
Germany,DEU,2022,46647.793,
Ghana,GHA,1885,1042.2032,
Ghana,GHA,1886,1026.2673,
Ghana,GHA,1887,1026.2673,
Ghana,GHA,1888,1043.7968,
Ghana,GHA,1889,1042.2032,
Ghana,GHA,1890,1053.3583,
Ghana,GHA,1891,1112.3208,
Ghana,GHA,1892,1070.8877,
Ghana,GHA,1893,1080.4492,
Ghana,GHA,1894,1166.5027,
Ghana,GHA,1895,1121.8823,
Ghana,GHA,1896,1112.3208,
Ghana,GHA,1897,1125.0695,
Ghana,GHA,1898,1125.0695,
Ghana,GHA,1899,1120.2888,
Ghana,GHA,1900,1126.6631,
Ghana,GHA,1901,1109.1337,
Ghana,GHA,1902,1125.0695,
Ghana,GHA,1903,1209.5294,
Ghana,GHA,1904,1255.7433,
Ghana,GHA,1905,1209.5294,
Ghana,GHA,1906,1227.0588,
Ghana,GHA,1907,1242.9946,
Ghana,GHA,1908,1231.8396,
Ghana,GHA,1909,1246.1818,
Ghana,GHA,1910,1244.5883,
Ghana,GHA,1911,1271.6792,
Ghana,GHA,1920,1298.77,
Ghana,GHA,1921,1434.2246,
Ghana,GHA,1922,1504.3423,
Ghana,GHA,1923,1658.9198,
Ghana,GHA,1924,1708.3208,
Ghana,GHA,1925,1708.3208,
Ghana,GHA,1926,1729.0375,
Ghana,GHA,1927,1724.2567,
Ghana,GHA,1928,1572.8663,
Ghana,GHA,1929,1834.2139,
Ghana,GHA,1930,1743.3796,
Ghana,GHA,1931,1904.3315,
Ghana,GHA,1932,1752.9412,
Ghana,GHA,1933,1713.1016,
Ghana,GHA,1934,1725.8502,
Ghana,GHA,1935,1776.845,
Ghana,GHA,1936,2033.4117,
Ghana,GHA,1937,1770.4706,
Ghana,GHA,1938,1819.8717,
Ghana,GHA,1939,1842.1818,
Ghana,GHA,1942,1603.1444,
Ghana,GHA,1943,1642.984,
Ghana,GHA,1944,1611.1123,
Ghana,GHA,1945,1628.6417,
Ghana,GHA,1948,1845.369,
Ghana,GHA,1949,1827.8396,
Ghana,GHA,1950,1788,
Ghana,GHA,1951,1808,
Ghana,GHA,1952,1728,
Ghana,GHA,1953,1916,
Ghana,GHA,1954,2099,
Ghana,GHA,1955,1913,
Ghana,GHA,1956,1970,
Ghana,GHA,1957,1978,
Ghana,GHA,1958,1892,
Ghana,GHA,1959,2106,
Ghana,GHA,1960,2197,
Ghana,GHA,1961,2212,
Ghana,GHA,1962,2257,
Ghana,GHA,1963,2270,
Ghana,GHA,1964,2254,
Ghana,GHA,1965,2220,
Ghana,GHA,1966,2158,
Ghana,GHA,1967,2134,
Ghana,GHA,1968,2101,
Ghana,GHA,1969,2112,
Ghana,GHA,1970,2270,
Ghana,GHA,1971,2377,
Ghana,GHA,1972,2235,
Ghana,GHA,1973,2227,
Ghana,GHA,1974,2319,
Ghana,GHA,1975,1988,
Ghana,GHA,1976,1878,
Ghana,GHA,1977,1882,
Ghana,GHA,1978,2008,
Ghana,GHA,1979,1929,
Ghana,GHA,1980,1844,
Ghana,GHA,1981,1820,
Ghana,GHA,1982,1661,
Ghana,GHA,1983,1487,
Ghana,GHA,1984,1530,
Ghana,GHA,1985,1559,
Ghana,GHA,1986,1575,
Ghana,GHA,1987,1605,
Ghana,GHA,1988,1648,
Ghana,GHA,1989,1685,
Ghana,GHA,1990,1693,
Ghana,GHA,1991,1742.6276,
Ghana,GHA,1992,1771.6003,
Ghana,GHA,1993,1791.1127,
Ghana,GHA,1994,1813.6117,
Ghana,GHA,1995,1856.5728,
Ghana,GHA,1996,1907.9348,
Ghana,GHA,1997,1964.9125,
Ghana,GHA,1998,2017.9895,
Ghana,GHA,1999,2066.7412,
Ghana,GHA,2000,2100.293,
Ghana,GHA,2001,2143.1062,
Ghana,GHA,2002,2192.0203,
Ghana,GHA,2003,2256.8174,
Ghana,GHA,2004,2329.5156,
Ghana,GHA,2005,2411.2876,
Ghana,GHA,2006,2503.9578,
Ghana,GHA,2007,2553.1658,
Ghana,GHA,2008,2725.7883,
Ghana,GHA,2009,2793.8708,
Ghana,GHA,2010,2946.0393,
Ghana,GHA,2011,3283,
Ghana,GHA,2012,3467.1042,
Ghana,GHA,2013,3621.6008,
Ghana,GHA,2014,3627.8384,
Ghana,GHA,2015,3610.646,
Ghana,GHA,2016,3640.779,
Ghana,GHA,2017,3841.8796,
Ghana,GHA,2018,3983.1216,
Ghana,GHA,2019,4143.3774,
Ghana,GHA,2020,4069.252,
Ghana,GHA,2021,4190.578,
Ghana,GHA,2022,4242.4106,
Greece,GRC,1,1275,
Greece,GRC,1833,1537,
Greece,GRC,1834,1635,
Greece,GRC,1835,2138,
Greece,GRC,1836,2067,
Greece,GRC,1837,2120,
Greece,GRC,1838,2230,
Greece,GRC,1839,2020,
Greece,GRC,1840,1932,
Greece,GRC,1841,1918,
Greece,GRC,1842,1959,
Greece,GRC,1843,1653,
Greece,GRC,1844,1602,
Greece,GRC,1845,1543,
Greece,GRC,1846,1691,
Greece,GRC,1847,1441,
Greece,GRC,1848,1554,
Greece,GRC,1849,1591,
Greece,GRC,1850,1607,
Greece,GRC,1851,1969,
Greece,GRC,1852,1663,
Greece,GRC,1853,1822,
Greece,GRC,1854,1908,
Greece,GRC,1855,2007,
Greece,GRC,1856,1757,
Greece,GRC,1857,2278,
Greece,GRC,1858,2197,
Greece,GRC,1859,2161,
Greece,GRC,1860,2125,
Greece,GRC,1861,2262,
Greece,GRC,1862,2283,
Greece,GRC,1863,2039,
Greece,GRC,1864,1854,
Greece,GRC,1865,1981,
Greece,GRC,1866,1890,
Greece,GRC,1867,1997,
Greece,GRC,1868,2020,
Greece,GRC,1869,1992,
Greece,GRC,1870,1938,
Greece,GRC,1871,1859,
Greece,GRC,1872,1806,
Greece,GRC,1873,2128,
Greece,GRC,1874,2013,
Greece,GRC,1875,1929,
Greece,GRC,1876,1921,
Greece,GRC,1877,1804,
Greece,GRC,1878,1985,
Greece,GRC,1879,2063,
Greece,GRC,1880,2028,
Greece,GRC,1881,1970,
Greece,GRC,1882,2098,
Greece,GRC,1883,2091,
Greece,GRC,1884,2351,
Greece,GRC,1885,2536,
Greece,GRC,1886,2426,
Greece,GRC,1887,2511,
Greece,GRC,1888,2566,
Greece,GRC,1889,2391,
Greece,GRC,1890,2257,
Greece,GRC,1891,1967,
Greece,GRC,1892,2053,
Greece,GRC,1893,2185,
Greece,GRC,1894,2233,
Greece,GRC,1895,2149,
Greece,GRC,1896,2359,
Greece,GRC,1897,2004,
Greece,GRC,1898,2165,
Greece,GRC,1899,2209,
Greece,GRC,1900,1972,
Greece,GRC,1901,1890,
Greece,GRC,1902,2423,
Greece,GRC,1903,2367,
Greece,GRC,1904,2498,
Greece,GRC,1905,2560,
Greece,GRC,1906,2530,
Greece,GRC,1907,2565,
Greece,GRC,1908,2550,
Greece,GRC,1909,2601,
Greece,GRC,1910,2592,
Greece,GRC,1911,3231,
Greece,GRC,1912,3135,
Greece,GRC,1913,1876,
Greece,GRC,1914,2394,
Greece,GRC,1915,1822,
Greece,GRC,1916,1549,
Greece,GRC,1917,1352,
Greece,GRC,1918,2279,
Greece,GRC,1919,2031,
Greece,GRC,1920,2284,
Greece,GRC,1921,3057,
Greece,GRC,1922,3129,
Greece,GRC,1923,3169,
Greece,GRC,1924,3279,
Greece,GRC,1925,3411,
Greece,GRC,1926,3475,
Greece,GRC,1927,3539,
Greece,GRC,1928,3561,
Greece,GRC,1929,3733,
Greece,GRC,1930,3599,
Greece,GRC,1931,3402,
Greece,GRC,1932,3649,
Greece,GRC,1933,3818,
Greece,GRC,1934,3854,
Greece,GRC,1935,3953,
Greece,GRC,1936,3913,
Greece,GRC,1937,4414,
Greece,GRC,1938,4267,
Greece,GRC,1939,4205,
Greece,GRC,1940,3543,
Greece,GRC,1941,2987,
Greece,GRC,1942,2517,
Greece,GRC,1943,2115,
Greece,GRC,1944,1779,
Greece,GRC,1945,1495,
Greece,GRC,1946,2209,
Greece,GRC,1947,2810,
Greece,GRC,1948,2866,
Greece,GRC,1949,2979,
Greece,GRC,1950,3052,
Greece,GRC,1951,3287,
Greece,GRC,1952,3272,
Greece,GRC,1953,3681,
Greece,GRC,1954,3759,
Greece,GRC,1955,4007,
Greece,GRC,1956,4313,
Greece,GRC,1957,4557,
Greece,GRC,1958,4723,
Greece,GRC,1959,4846,
Greece,GRC,1960,5015,
Greece,GRC,1961,5408,
Greece,GRC,1962,5577,
Greece,GRC,1963,6122,
Greece,GRC,1964,6601,
Greece,GRC,1965,7187,
Greece,GRC,1966,7570,
Greece,GRC,1967,7892,
Greece,GRC,1968,8394,
Greece,GRC,1969,9191,
Greece,GRC,1970,9900,
Greece,GRC,1971,10559,
Greece,GRC,1972,11795,
Greece,GRC,1973,12202,
Greece,GRC,1974,11716,
Greece,GRC,1975,12309,
Greece,GRC,1976,12919,
Greece,GRC,1977,13158,
Greece,GRC,1978,13860,
Greece,GRC,1979,14193,
Greece,GRC,1980,14300,
Greece,GRC,1981,14180,
Greece,GRC,1982,14153,
Greece,GRC,1983,14132,
Greece,GRC,1984,14453,
Greece,GRC,1985,14850,
Greece,GRC,1986,15047,
Greece,GRC,1987,14944,
Greece,GRC,1988,15596,
Greece,GRC,1989,16117,
Greece,GRC,1990,15964,
Greece,GRC,1991,16409.69,
Greece,GRC,1992,16545.963,
Greece,GRC,1993,16331.314,
Greece,GRC,1994,16724.287,
Greece,GRC,1995,17148.197,
Greece,GRC,1996,17719.557,
Greece,GRC,1997,18588.295,
Greece,GRC,1998,19378.709,
Greece,GRC,1999,20076.559,
Greece,GRC,2000,20965.332,
Greece,GRC,2001,21913.797,
Greece,GRC,2002,22893.959,
Greece,GRC,2003,24380.066,
Greece,GRC,2004,25780.385,
Greece,GRC,2005,26091.523,
Greece,GRC,2006,27731.111,
Greece,GRC,2007,28822.916,
Greece,GRC,2008,28907.926,
Greece,GRC,2009,27839.898,
Greece,GRC,2010,26517.465,
Greece,GRC,2011,24349,
Greece,GRC,2012,22746.207,
Greece,GRC,2013,22335.27,
Greece,GRC,2014,22591.598,
Greece,GRC,2015,22696.203,
Greece,GRC,2016,22679.81,
Greece,GRC,2017,22972.889,
Greece,GRC,2018,23403.611,
Greece,GRC,2019,23869.793,
Greece,GRC,2020,21767.22,
Greece,GRC,2021,23732.201,
Greece,GRC,2022,25283.906,
Guatemala,GTM,1920,2028,
Guatemala,GTM,1921,2203,
Guatemala,GTM,1922,2058,
Guatemala,GTM,1923,2240,
Guatemala,GTM,1924,2397,
Guatemala,GTM,1925,2327,
Guatemala,GTM,1926,2327,
Guatemala,GTM,1927,2453,
Guatemala,GTM,1928,2482,
Guatemala,GTM,1929,2742,
Guatemala,GTM,1930,2831,
Guatemala,GTM,1931,2582,
Guatemala,GTM,1932,2200,
Guatemala,GTM,1933,2165,
Guatemala,GTM,1934,2410,
Guatemala,GTM,1935,2729,
Guatemala,GTM,1936,3674,
Guatemala,GTM,1937,3516,
Guatemala,GTM,1938,3545,
Guatemala,GTM,1939,3916,
Guatemala,GTM,1940,4371,
Guatemala,GTM,1941,4503,
Guatemala,GTM,1942,4463,
Guatemala,GTM,1943,2925,
Guatemala,GTM,1944,2775,
Guatemala,GTM,1945,2761,
Guatemala,GTM,1946,3191,
Guatemala,GTM,1947,3148,
Guatemala,GTM,1948,3169,
Guatemala,GTM,1949,3365,
Guatemala,GTM,1950,3323,
Guatemala,GTM,1951,3263,
Guatemala,GTM,1952,3226,
Guatemala,GTM,1953,3239,
Guatemala,GTM,1954,3194,
Guatemala,GTM,1955,3170,
Guatemala,GTM,1956,3347,
Guatemala,GTM,1957,3424,
Guatemala,GTM,1958,3470,
Guatemala,GTM,1959,3524,
Guatemala,GTM,1960,3496,
Guatemala,GTM,1961,3532,
Guatemala,GTM,1962,3543,
Guatemala,GTM,1963,3762,
Guatemala,GTM,1964,3814,
Guatemala,GTM,1965,3900,
Guatemala,GTM,1966,4033,
Guatemala,GTM,1967,4114,
Guatemala,GTM,1968,4385,
Guatemala,GTM,1969,4497,
Guatemala,GTM,1970,4653,
Guatemala,GTM,1971,4801,
Guatemala,GTM,1972,5037,
Guatemala,GTM,1973,5255,
Guatemala,GTM,1974,5461,
Guatemala,GTM,1975,5439,
Guatemala,GTM,1976,5705,
Guatemala,GTM,1977,6005,
Guatemala,GTM,1978,6156,
Guatemala,GTM,1979,6298,
Guatemala,GTM,1980,6384,
Guatemala,GTM,1981,6256,
Guatemala,GTM,1982,5903,
Guatemala,GTM,1983,5585,
Guatemala,GTM,1984,5469,
Guatemala,GTM,1985,5292,
Guatemala,GTM,1986,5136,
Guatemala,GTM,1987,5098,
Guatemala,GTM,1988,5086,
Guatemala,GTM,1989,5144,
Guatemala,GTM,1990,5165,
Guatemala,GTM,1991,5166.55,
Guatemala,GTM,1992,5303.5986,
Guatemala,GTM,1993,5382.9785,
Guatemala,GTM,1994,5414.541,
Guatemala,GTM,1995,5501.042,
Guatemala,GTM,1996,5511.905,
Guatemala,GTM,1997,5601.2075,
Guatemala,GTM,1998,5730.646,
Guatemala,GTM,1999,5824.8833,
Guatemala,GTM,2000,5860.272,
Guatemala,GTM,2001,5882.7197,
Guatemala,GTM,2002,5980.242,
Guatemala,GTM,2003,6004.1445,
Guatemala,GTM,2004,6070.1943,
Guatemala,GTM,2005,6130.4824,
Guatemala,GTM,2006,6305.8184,
Guatemala,GTM,2007,6545.7524,
Guatemala,GTM,2008,6604.6826,
Guatemala,GTM,2009,6488.646,
Guatemala,GTM,2010,6526.4575,
Guatemala,GTM,2011,6650,
Guatemala,GTM,2012,6718.332,
Guatemala,GTM,2013,6813.4116,
Guatemala,GTM,2014,6978.106,
Guatemala,GTM,2015,7126.9927,
Guatemala,GTM,2016,7186.66,
Guatemala,GTM,2017,7279.7397,
Guatemala,GTM,2018,7399.198,
Guatemala,GTM,2019,7565.846,
Guatemala,GTM,2020,7309.368,
Guatemala,GTM,2021,7764.6963,
Guatemala,GTM,2022,7969.431,
Guinea,GIN,1950,520,
Guinea,GIN,1951,542,
Guinea,GIN,1952,550,
Guinea,GIN,1953,563,
Guinea,GIN,1954,587,
Guinea,GIN,1955,598,
Guinea,GIN,1956,610,
Guinea,GIN,1957,622,
Guinea,GIN,1958,630,
Guinea,GIN,1959,655,
Guinea,GIN,1960,671,
Guinea,GIN,1961,703,
Guinea,GIN,1962,741,
Guinea,GIN,1963,689,
Guinea,GIN,1964,720,
Guinea,GIN,1965,756,
Guinea,GIN,1966,759,
Guinea,GIN,1967,767,
Guinea,GIN,1968,776,
Guinea,GIN,1969,784,
Guinea,GIN,1970,795,
Guinea,GIN,1971,822,
Guinea,GIN,1972,826,
Guinea,GIN,1973,821,
Guinea,GIN,1974,848,
Guinea,GIN,1975,854,
Guinea,GIN,1976,905,
Guinea,GIN,1977,858,
Guinea,GIN,1978,897,
Guinea,GIN,1979,869,
Guinea,GIN,1980,872,
Guinea,GIN,1981,859,
Guinea,GIN,1982,858,
Guinea,GIN,1983,850,
Guinea,GIN,1984,824,
Guinea,GIN,1985,821,
Guinea,GIN,1986,819,
Guinea,GIN,1987,826,
Guinea,GIN,1988,856,
Guinea,GIN,1989,869,
Guinea,GIN,1990,861,
Guinea,GIN,1991,827.0069,
Guinea,GIN,1992,833.22675,
Guinea,GIN,1993,862.73126,
Guinea,GIN,1994,882.49445,
Guinea,GIN,1995,906.2644,
Guinea,GIN,1996,927.12946,
Guinea,GIN,1997,976.49664,
Guinea,GIN,1998,1010.79193,
Guinea,GIN,1999,1031.3826,
Guinea,GIN,2000,1046.567,
Guinea,GIN,2001,1090.652,
Guinea,GIN,2002,1148.5447,
Guinea,GIN,2003,1146.3353,
Guinea,GIN,2004,1159.8251,
Guinea,GIN,2005,1186.6047,
Guinea,GIN,2006,1188.4846,
Guinea,GIN,2007,1253.4077,
Guinea,GIN,2008,1290.4037,
Guinea,GIN,2009,1255.2418,
Guinea,GIN,2010,1291.6963,
Guinea,GIN,2011,1347,
Guinea,GIN,2012,1397,
Guinea,GIN,2013,1421,
Guinea,GIN,2014,1399,
Guinea,GIN,2015,1364,
Guinea,GIN,2016,1472.953,
Guinea,GIN,2017,1583.5482,
Guinea,GIN,2018,1642.1047,
Guinea,GIN,2019,1690.8837,
Guinea,GIN,2020,1726.5083,
Guinea,GIN,2021,1769.8623,
Guinea,GIN,2022,1809.2666,
Guinea-Bissau,GNB,1950,462,
Guinea-Bissau,GNB,1951,489,
Guinea-Bissau,GNB,1952,516,
Guinea-Bissau,GNB,1953,547,
Guinea-Bissau,GNB,1954,652,
Guinea-Bissau,GNB,1955,622,
Guinea-Bissau,GNB,1956,703,
Guinea-Bissau,GNB,1957,744,
Guinea-Bissau,GNB,1958,762,
Guinea-Bissau,GNB,1959,765,
Guinea-Bissau,GNB,1960,800,
Guinea-Bissau,GNB,1961,851,
Guinea-Bissau,GNB,1962,899,
Guinea-Bissau,GNB,1963,932,
Guinea-Bissau,GNB,1964,1027,
Guinea-Bissau,GNB,1965,1097,
Guinea-Bissau,GNB,1966,1165,
Guinea-Bissau,GNB,1967,1232,
Guinea-Bissau,GNB,1968,1270,
Guinea-Bissau,GNB,1969,1333,
Guinea-Bissau,GNB,1970,1395,
Guinea-Bissau,GNB,1971,1333,
Guinea-Bissau,GNB,1972,1412,
Guinea-Bissau,GNB,1973,1411,
Guinea-Bissau,GNB,1974,1458,
Guinea-Bissau,GNB,1975,1479,
Guinea-Bissau,GNB,1976,1443,
Guinea-Bissau,GNB,1977,1317,
Guinea-Bissau,GNB,1978,1465,
Guinea-Bissau,GNB,1979,1468,
Guinea-Bissau,GNB,1980,1207,
Guinea-Bissau,GNB,1981,1173,
Guinea-Bissau,GNB,1982,1195,
Guinea-Bissau,GNB,1983,1129,
Guinea-Bissau,GNB,1984,1162,
Guinea-Bissau,GNB,1985,1184,
Guinea-Bissau,GNB,1986,1146,
Guinea-Bissau,GNB,1987,1183,
Guinea-Bissau,GNB,1988,1235,
Guinea-Bissau,GNB,1989,1259,
Guinea-Bissau,GNB,1990,1270,
Guinea-Bissau,GNB,1991,1282.7288,
Guinea-Bissau,GNB,1992,1287.2765,
Guinea-Bissau,GNB,1993,1280.342,
Guinea-Bissau,GNB,1994,1284.927,
Guinea-Bissau,GNB,1995,1310.1874,
Guinea-Bissau,GNB,1996,1337.4675,
Guinea-Bissau,GNB,1997,1388.1027,
Guinea-Bissau,GNB,1998,1130.8127,
Guinea-Bissau,GNB,1999,1256.0825,
Guinea-Bissau,GNB,2000,1230.6406,
Guinea-Bissau,GNB,2001,1233.072,
Guinea-Bissau,GNB,2002,1196.2325,
Guinea-Bissau,GNB,2003,1181.9435,
Guinea-Bissau,GNB,2004,1194.6708,
Guinea-Bissau,GNB,2005,1226.5609,
Guinea-Bissau,GNB,2006,1233.8132,
Guinea-Bissau,GNB,2007,1252.574,
Guinea-Bissau,GNB,2008,1270.7228,
Guinea-Bissau,GNB,2009,1292.0293,
Guinea-Bissau,GNB,2010,1329.3724,
Guinea-Bissau,GNB,2011,1413,
Guinea-Bissau,GNB,2012,1361,
Guinea-Bissau,GNB,2013,1378,
Guinea-Bissau,GNB,2014,1355,
Guinea-Bissau,GNB,2015,1393,
Guinea-Bissau,GNB,2016,1443.4241,
Guinea-Bissau,GNB,2017,1492.0392,
Guinea-Bissau,GNB,2018,1511.8668,
Guinea-Bissau,GNB,2019,1543.4176,
Guinea-Bissau,GNB,2020,1531.3096,
Guinea-Bissau,GNB,2021,1593.8186,
Guinea-Bissau,GNB,2022,1625.3876,
Haiti,HTI,1945,1780,
Haiti,HTI,1946,1776,
Haiti,HTI,1947,1785,
Haiti,HTI,1948,1784,
Haiti,HTI,1949,1782,
Haiti,HTI,1950,1790,
Haiti,HTI,1951,1788,
Haiti,HTI,1952,1860,
Haiti,HTI,1953,1771,
Haiti,HTI,1954,1884,
Haiti,HTI,1955,1776,
Haiti,HTI,1956,1897,
Haiti,HTI,1957,1752,
Haiti,HTI,1958,1855,
Haiti,HTI,1959,1734,
Haiti,HTI,1960,1809,
Haiti,HTI,1961,1702,
Haiti,HTI,1962,1828,
Haiti,HTI,1963,1675,
Haiti,HTI,1964,1604,
Haiti,HTI,1965,1588,
Haiti,HTI,1966,1546,
Haiti,HTI,1967,1482,
Haiti,HTI,1968,1510,
Haiti,HTI,1969,1527,
Haiti,HTI,1970,1567,
Haiti,HTI,1971,1651,
Haiti,HTI,1972,1635,
Haiti,HTI,1973,1678,
Haiti,HTI,1974,1742,
Haiti,HTI,1975,1726,
Haiti,HTI,1976,1835,
Haiti,HTI,1977,1808,
Haiti,HTI,1978,1859,
Haiti,HTI,1979,1959,
Haiti,HTI,1980,2063,
Haiti,HTI,1981,1964,
Haiti,HTI,1982,1855,
Haiti,HTI,1983,1835,
Haiti,HTI,1984,1803,
Haiti,HTI,1985,1776,
Haiti,HTI,1986,1729,
Haiti,HTI,1987,1682,
Haiti,HTI,1988,1701,
Haiti,HTI,1989,1619,
Haiti,HTI,1990,1602,
Haiti,HTI,1991,1628.7188,
Haiti,HTI,1992,1535.9707,
Haiti,HTI,1993,1443.1808,
Haiti,HTI,1994,1262.337,
Haiti,HTI,1995,1378.5417,
Haiti,HTI,1996,1426.4126,
Haiti,HTI,1997,1456.2339,
Haiti,HTI,1998,1480.5769,
Haiti,HTI,1999,1513.3318,
Haiti,HTI,2000,1520.7292,
Haiti,HTI,2001,1501.1024,
Haiti,HTI,2002,1494.1837,
Haiti,HTI,2003,1495.8921,
Haiti,HTI,2004,1439.2076,
Haiti,HTI,2005,1461.8,
Haiti,HTI,2006,1493.0382,
Haiti,HTI,2007,1541.7675,
Haiti,HTI,2008,1555.4932,
Haiti,HTI,2009,1604.1127,
Haiti,HTI,2010,1556.5504,
Haiti,HTI,2011,1648,
Haiti,HTI,2012,1674,
Haiti,HTI,2013,1722,
Haiti,HTI,2014,1749,
Haiti,HTI,2015,1742,
Haiti,HTI,2016,1748.7269,
Haiti,HTI,2017,1767.923,
Haiti,HTI,2018,1773.1095,
Haiti,HTI,2019,1719.4462,
Haiti,HTI,2020,1641.7617,
Haiti,HTI,2021,1591.76,
Haiti,HTI,2022,1546.4222,
Honduras,HND,1920,1957,
Honduras,HND,1921,1924,
Honduras,HND,1922,2012,
Honduras,HND,1923,1924,
Honduras,HND,1924,1753,
Honduras,HND,1925,2042,
Honduras,HND,1926,1991,
Honduras,HND,1927,2161,
Honduras,HND,1928,2377,
Honduras,HND,1929,2303,
Honduras,HND,1930,2402,
Honduras,HND,1931,2402,
Honduras,HND,1932,2109,
Honduras,HND,1933,1940,
Honduras,HND,1934,1860,
Honduras,HND,1935,1744,
Honduras,HND,1936,1741,
Honduras,HND,1937,1632,
Honduras,HND,1938,1698,
Honduras,HND,1939,1714,
Honduras,HND,1940,1782,
Honduras,HND,1941,1747,
Honduras,HND,1942,1557,
Honduras,HND,1943,1548,
Honduras,HND,1944,1545,
Honduras,HND,1945,1873,
Honduras,HND,1946,1969,
Honduras,HND,1947,2048,
Honduras,HND,1948,2045,
Honduras,HND,1949,2013,
Honduras,HND,1950,2018,
Honduras,HND,1951,2066,
Honduras,HND,1952,2083,
Honduras,HND,1953,2184,
Honduras,HND,1954,1997,
Honduras,HND,1955,1986,
Honduras,HND,1956,2080,
Honduras,HND,1957,2107,
Honduras,HND,1958,2106,
Honduras,HND,1959,2090,
Honduras,HND,1960,2147,
Honduras,HND,1961,2130,
