Sierra Leone,0.669,0.636,0.806,0.936,0.991,1.073,1.215,1.419,1.514,1.641,2.064,2.189,2.534,2.704,2.871,4.266,4.563,4.918,5.37,5.865,6.373,4.407,4.587
Singapore,82.611,92.717,85.485,88.068,92.35,107.405,116.704,132.155,146.09,157.568,163.132,178.64,195.882,205.994,216.372,293.959,308.716,328.299,348.796,370.063,394.977,378.645,396.995
Slovak Republic,20.602,20.374,21.108,24.522,33.005,42.015,47.428,54.969,69.279,78.303,88.296,96.365,109.056,115.61,122.589,86.198,90.544,96.151,101.932,107.913,115.111,116.748,127.497
Slovenia,26.753,22.688,21.841,23.664,28.819,32.738,34.407,37.34,41.125,43.955,49.551,51.52,57.379,60.311,63.417,42.736,44.015,46.062,48.168,50.312,52.951,60.89,65.475
Solomon Islands,0.332,0.299,0.274,0.228,0.231,0.265,0.294,0.321,0.354,0.393,0.668,0.717,0.896,1.002,1.086,1.205,1.289,1.386,1.492,1.611,1.751,1.649,1.798
South Africa,133.105,132.964,118.563,111.13,166.655,216.772,241.933,255.155,271.779,291.38,277.379,286.357,314.635,331.801,349.581,317.285,326.541,340.529,357.046,374.482,394.715,415.315,435.212
Spain,618.691,582.377,609.631,688.676,884.908,"1,044.51","1,127.98","1,225.75","1,359.11","1,454.35","1,438.36","1,475.49","1,506.20","1,534.01","1,567.79","1,221.39","1,265.12","1,318.83","1,372.18","1,427.74","1,497.67","1,439.96","1,570.91"
Sri Lanka,15.657,16.332,15.746,16.536,18.246,20.055,23.534,26.794,30.875,34.218,41.323,38.347,44.443,47.671,51.097,79.524,86.302,94.209,102.841,112.264,122.55,80.785,83.315
St. Kitts and Nevis,0.305,0.33,0.345,0.355,0.366,0.406,0.442,0.487,0.523,0.557,0.547,0.559,0.6,0.624,0.65,0.889,0.93,0.974,1.02,1.068,1.117,0.976,1.092
St. Lucia,0.671,0.685,0.664,0.682,0.716,0.763,0.882,0.933,1.009,1.084,0.991,1.015,1.119,1.187,1.26,1.438,1.498,1.565,1.632,1.702,1.767,1.715,1.998
St. Vincent and the Grenadines,0.332,0.335,0.345,0.365,0.382,0.408,0.43,0.466,0.507,0.555,0.625,0.645,0.733,0.777,0.826,0.765,0.794,0.828,0.866,0.905,0.944,0.769,0.855
Sudan,10.723,12.365,13.38,14.976,17.78,21.691,27.895,37.564,47.156,58.003,54.294,64.965,80.811,90.739,98.222,84.331,85.222,93.817,101.047,109.358,117.403,35.919,37.769
Suriname,0.886,0.89,0.764,1.08,1.271,1.493,1.778,2.112,2.234,2.347,3.147,3.453,4.514,5.386,6.259,5.05,5.187,5.744,6.251,6.738,7.266,2.817,2.937
Swaziland,1.377,1.39,1.261,1.194,1.907,2.386,2.609,2.637,2.726,2.788,2.929,3.038,3.209,3.304,3.402,4.305,4.357,4.445,4.555,4.657,4.787,0,0
Sweden,253.881,242.792,221.879,244.314,304.854,349.557,358.481,385.293,423.649,442.788,397.703,437.342,495.682,521.545,547.595,483.724,499.179,519.636,541.467,562.124,585.743,622.365,660.918
Switzerland,265.23,246.322,250.57,277.113,323.065,360.152,366.514,377.24,389.405,397.49,484.132,498.268,514.088,520.368,525.688,676.979,687.591,707.527,727.226,746.28,770.927,810.83,862.819
Syrian Arab Republic,16.834,19.861,21.017,22.78,22.719,24.703,27.369,31.505,34.965,36.815,54.352,61.289,74.323,81.836,90.182,0,0,0,0,0,0,0,0
Taiwan Province of China,298.825,321.374,291.889,294.876,299.606,322.299,346.651,355.708,365.317,389.991,357.344,385.165,443.539,466.126,488.158,518.816,540.073,565.374,591.253,618.101,650.902,785.589,850.528
Tajikistan,1.087,0.991,1.057,1.212,1.555,2.073,2.311,2.811,3.141,3.457,4.577,4.821,6.342,7.325,8.713,8.045,7.97,8.589,9.328,10.182,11.111,8.104,8.756
Tanzania,8.635,9.079,9.443,9.792,10.276,11.339,12.607,12.787,14.106,15.599,22.159,23.662,27.901,30.515,33.392,46.192,46.873,50.347,54.761,59.349,64.145,69.238,74.536
Thailand,122.63,122.725,115.536,126.877,142.64,161.349,176.222,206.258,219.436,236.59,266.434,282.351,322.009,347.815,375.689,373.536,393.019,411.266,432.409,454.082,473.997,546.223,585.586
"Timor-Leste, Dem. Rep. of",0.27,0.316,0.368,0.343,0.336,0.339,0.35,0.356,0.493,0.53,0.599,0.706,0.967,1.136,1.337,0,0,0,0,0,0,0,0
Togo,1.529,1.299,1.334,1.479,1.677,1.94,2.112,2.21,2.39,2.589,2.771,2.927,3.247,3.409,3.603,4.152,4.499,4.918,5.367,5.836,6.394,8.493,9.357
Tonga,0.155,0.158,0.142,0.143,0.159,0.182,0.215,0.224,0.234,0.247,0.259,0.277,0.314,0.332,0.352,0.443,0.473,0.507,0.531,0.558,0.574,0.501,0.54
Trinidad and Tobago,6.808,8.157,9.505,9.709,12.022,13.527,16.212,19.935,21.702,24.276,23.002,26.039,32.868,35.857,38.656,27.668,28.321,30.022,31.906,33.896,36.113,21.599,23.082
Tunisia,20.76,19.456,19.988,21.054,25,28.129,28.959,30.62,33.697,36.828,39.573,42.033,46.93,49.8,53.775,44.272,44.584,45.629,46.962,50.171,53.537,42.733,45.454
Turkey,181.69,198.23,143.096,182.973,240.596,302.561,362.461,392.424,432.512,455.538,593.533,590.701,638.419,673.753,710.833,722.219,721.167,761.44,804.563,851.773,905.844,795.952,844.534
Turkmenistan,3.857,5.022,6.933,8.7,11.424,14.196,17.174,21.846,26.215,31.732,0,0,0,0,0,44.362,51.271,58.193,65.462,73.974,83.993,53.087,60.263
Uganda,6.008,5.91,5.65,5.835,6.243,6.817,8.734,9.443,10.492,11.275,15.658,16.739,19.648,21.451,22.991,24.943,26.631,29.258,31.577,34.188,37.688,43.243,47
Ukraine,31.569,31.262,38.009,42.393,50.133,64.883,86.044,106.072,122.802,137.667,115.706,119.701,145.757,160.619,175.949,90.138,93.812,104.307,115.455,125.991,137.856,181.038,203.925
United Arab Emirates,55.181,70.221,68.677,75.285,88.579,103.784,130.256,168.263,185.949,207.939,228.578,256.179,298.848,326.175,356.668,339.085,356.219,382.619,410.422,438.118,468.902,410.158,427.93
United Kingdom,"1,467.03","1,445.19","1,435.63","1,574.47","1,814.64","2,155.16","2,230.61","2,373.69","2,660.66","2,822.66","2,198.16","2,353.03","2,611.27","2,758.80","2,919.12","2,864.90","3,054.84","3,232.28","3,425.54","3,616.82","3,851.98","3,108.42","3,442.21"
United States,"9,268.43","9,816.98","10,127.95","10,469.60","10,960.75","11,712.48","12,455.83","13,244.55","13,770.31","14,418.48","14,266.20","14,704.21","16,008.51","16,729.38","17,419.35","17,968.20","18,697.92","19,555.87","20,493.25","21,404.19","22,294.11","22,939.58","24,796.08"
Uruguay,20.913,20.086,18.561,12.089,11.211,13.268,16.878,19.221,20.725,22.211,31.606,33.864,47.355,54.388,63.167,54.968,57.151,59.943,63.134,66.532,70.107,60.108,63.741
Uzbekistan,17.041,13.717,11.632,9.657,10.129,12.001,13.67,16.088,18.84,21.727,30.321,34.232,44.892,51.125,58.224,65.953,68.699,73.457,78.31,83.478,88.986,65.503,72.762
Vanuatu,0.251,0.245,0.235,0.23,0.28,0.33,0.368,0.387,0.421,0.451,0.554,0.602,0.692,0.747,0.804,0.771,0.832,0.891,0.949,1.002,1.057,0.999,1.06
Venezuela,97.977,117.153,122.872,92.889,83.442,112.8,143.443,181.608,219.372,231.959,353.469,379.16,394.106,403.123,409.562,131.855,133.534,144.227,155.096,170.41,184.364,44.893,43.546
Vietnam,28.684,31.196,32.504,35.148,39.63,45.548,53.053,60.995,68.298,76.414,91.764,102.906,123.505,135.729,148.914,198.805,214.75,229.845,247.415,265.987,287.257,368.002,415.493
"Yemen, Republic of",7.53,9.561,9.533,9.985,11.869,13.565,15.193,18.7,21.657,24.504,26.236,31.98,37.153,40.003,42.687,0,0,0,0,0,0,0,0
Zambia,3.132,3.238,3.64,3.775,4.326,5.44,7.271,10.942,10.104,10.519,12.293,15.792,20.208,21.829,23.613,24.466,25.158,27.17,29.911,32.957,36.316,21.699,23.967
Zimbabwe,5.963,8.136,12.883,30.856,10.515,4.7,4.552,5.54,18.281,63.039,3.556,4.22,5.528,6.214,6.851,13.905,14.292,14.994,15.736,16.609,17.529,25.791,27.806
